date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:09:01	37024/37024	---M--	200	added ('OK')	font/woff2	etag:%222b0cc5293c5812de123b2c0711d3e204%22	http://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w02-light.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w02-light.woff2	(from https://www.theglowbarldn.com/)
11:09:03	20988/20988	---M--	200	added ('OK')	font/woff2	etag:%22bca22f1f306c863166e4e4d9a7ac0c08%22	http://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w01-light.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w01-light.woff2	(from https://www.theglowbarldn.com/)
11:09:07	34232/34232	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jul%202025%2000:57:15%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/lFxvRPuGFG5ktd7P0WRwKhUOjZSKWg4xBWp_C_qQx0o.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/lFxvRPuGFG5ktd7P0WRwKhUOjZSKWg4xBWp_C_qQx0o.woff2	(from https://www.theglowbarldn.com/)
11:09:11	32708/32708	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2000:39:07%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/STBOO2waD2LpX45SXYjQBfk_vArhqVIZ0nv9q090hN8.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/STBOO2waD2LpX45SXYjQBfk_vArhqVIZ0nv9q090hN8.woff2	(from https://www.theglowbarldn.com/)
11:09:15	34104/34104	---M--	200	added ('OK')	font/woff2	date:Sat,%2026%20Jul%202025%2017:33:25%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/OY22yoG8EJ3IN_muVWm29BUOjZSKWg4xBWp_C_qQx0o.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/OY22yoG8EJ3IN_muVWm29BUOjZSKWg4xBWp_C_qQx0o.woff2	(from https://www.theglowbarldn.com/)
11:09:17	32548/32548	---M--	200	added ('OK')	font/woff2	date:Tue,%2015%20Jul%202025%2019:58:01%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/WmVKXVcOuffP_qmCpFuyzfk_vArhqVIZ0nv9q090hN8.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/raleway/v12/WmVKXVcOuffP_qmCpFuyzfk_vArhqVIZ0nv9q090hN8.woff2	(from https://www.theglowbarldn.com/)
11:09:19	23088/23088	---M--	200	added ('OK')	font/woff2	etag:%222d0f4ed39eab36ed9ce8971423f32e07%22	http://static.parastorage.com/fonts/v2/c24fcada-6239-48bc-8b88-9288338191c9/v1/proxima-n-w01-reg.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/c24fcada-6239-48bc-8b88-9288338191c9/v1/proxima-n-w01-reg.woff2	(from https://www.theglowbarldn.com/)
11:09:23	82024/82024	---M--	200	added ('OK')	font/woff2	etag:%2267929616e0b1b836234539b70d2c640a%22	http://static.parastorage.com/fonts/v2/c24fcada-6239-48bc-8b88-9288338191c9/v1/proxima-n-w05-reg.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/c24fcada-6239-48bc-8b88-9288338191c9/v1/proxima-n-w05-reg.woff2	(from https://www.theglowbarldn.com/)
11:09:23	23856/23856	---M--	200	added ('OK')	font/woff2	etag:%223005e337f0c67dbbc0024c166a60a0fa%22	https://static.wixstatic.com/ufonts/a9ff3b_06b039e744b34faab84ef572821f16e4/woff2/file.woff2	/home/afdaall27/websites/theglowbarldn/static.wixstatic.com/ufonts/a9ff3b_06b039e744b34faab84ef572821f16e4/woff2/file.woff2	(from https://www.theglowbarldn.com/)
11:09:23	34460/34460	---M--	200	added ('OK')	font/woff	etag:%22c49876fa42c680aecc2becb780e16ec0%22	https://static.wixstatic.com/ufonts/a9ff3b_06b039e744b34faab84ef572821f16e4/woff/file.woff	/home/afdaall27/websites/theglowbarldn/static.wixstatic.com/ufonts/a9ff3b_06b039e744b34faab84ef572821f16e4/woff/file.woff	(from https://www.theglowbarldn.com/)
11:09:23	70860/70860	---M--	200	added ('OK')	font/ttf	etag:%22dbc2075c25822189462967efedbe74ac%22	https://static.wixstatic.com/ufonts/a9ff3b_06b039e744b34faab84ef572821f16e4/ttf/file.ttf	/home/afdaall27/websites/theglowbarldn/static.wixstatic.com/ufonts/a9ff3b_06b039e744b34faab84ef572821f16e4/ttf/file.ttf	(from https://www.theglowbarldn.com/)
11:09:27	26744/26744	---M--	200	added ('OK')	font/woff2	etag:%227b5433a0792406d84a858438b3a0d50a%22	http://static.parastorage.com/fonts/v2/74290729-59ae-4129-87d0-2eec3974dce1/v1/avenir-lt-w05_85-heavy.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/74290729-59ae-4129-87d0-2eec3974dce1/v1/avenir-lt-w05_85-heavy.woff2	(from https://www.theglowbarldn.com/)
11:09:27	17176/17176	---M--	200	added ('OK')	font/woff2	etag:%22289fbfeed5013eb4bb1638deea01cc65%22	http://static.parastorage.com/fonts/v2/74290729-59ae-4129-87d0-2eec3974dce1/v1/avenir-lt-w01_85-heavy1475544.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/74290729-59ae-4129-87d0-2eec3974dce1/v1/avenir-lt-w01_85-heavy1475544.woff2	(from https://www.theglowbarldn.com/)
11:09:27	23096/23096	---M--	200	added ('OK')	font/woff2	etag:%22eb0bfc09e1dca192dba7235be729a958%22	https://static.wixstatic.com/ufonts/a9ff3b_88119413f76a4700a45a5d8cf83cc00e/woff2/file.woff2	/home/afdaall27/websites/theglowbarldn/static.wixstatic.com/ufonts/a9ff3b_88119413f76a4700a45a5d8cf83cc00e/woff2/file.woff2	(from https://www.theglowbarldn.com/)
11:09:28	33560/33560	---M--	200	added ('OK')	font/woff	etag:%2228c57e685089cd5c8c45a3cfa291dcdc%22	https://static.wixstatic.com/ufonts/a9ff3b_88119413f76a4700a45a5d8cf83cc00e/woff/file.woff	/home/afdaall27/websites/theglowbarldn/static.wixstatic.com/ufonts/a9ff3b_88119413f76a4700a45a5d8cf83cc00e/woff/file.woff	(from https://www.theglowbarldn.com/)
11:09:33	24560/24560	---M--	200	added ('OK')	font/woff2	etag:%2273b063eff2271c7bccf0b9f7b1d6c584%22	http://static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w05_35-light.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w05_35-light.woff2	(from https://www.theglowbarldn.com/)
11:09:35	17216/17216	---M--	200	added ('OK')	font/woff2	etag:%22fc02a3c78cac0f6ab99c6c19f004d02d%22	http://static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w01_35-light1475496.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w01_35-light1475496.woff2	(from https://www.theglowbarldn.com/)
11:09:39	40188/40188	---M--	200	added ('OK')	woff2	etag:%228022447a898f183d125334f6e4a13e86%22	http://static.parastorage.com/fonts/v2/f73e760d-c6b3-4659-9a8c-9ce1d76c1173/madefor-text.var.original.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/f73e760d-c6b3-4659-9a8c-9ce1d76c1173/madefor-text.var.original.woff2	(from https://www.theglowbarldn.com/)
11:09:41	31364/31364	---M--	200	added ('OK')	font/woff2	etag:%228acc88739673f379c71b033ac3af7e29%22	http://static.parastorage.com/fonts/v2/f73e760d-c6b3-4659-9a8c-9ce1d76c1173/v1/madefor-text.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/f73e760d-c6b3-4659-9a8c-9ce1d76c1173/v1/madefor-text.woff2	(from https://www.theglowbarldn.com/)
11:09:43	70548/70548	---M--	200	added ('OK')	font/ttf	etag:%222268eb7e7d361a40a194f45efa1381b2%22	https://static.wixstatic.com/ufonts/a9ff3b_88119413f76a4700a45a5d8cf83cc00e/ttf/file.ttf	/home/afdaall27/websites/theglowbarldn/static.wixstatic.com/ufonts/a9ff3b_88119413f76a4700a45a5d8cf83cc00e/ttf/file.ttf	(from https://www.theglowbarldn.com/)
11:09:45	28068/28068	---M--	200	added ('OK')	woff2	etag:%2254ac8fe3827fee410c5b096b9152ce8f%22	http://static.parastorage.com/fonts/v2/19247d19-0454-4de8-b907-b818135794bd/madefor-text.var.original.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/19247d19-0454-4de8-b907-b818135794bd/madefor-text.var.original.woff2	(from https://www.theglowbarldn.com/)
11:09:47	22332/22332	---M--	200	added ('OK')	font/woff2	etag:%229f1a7ff5894f4f6726f0a79cd51165af%22	http://static.parastorage.com/fonts/v2/19247d19-0454-4de8-b907-b818135794bd/v1/madefor-text.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/fonts/v2/19247d19-0454-4de8-b907-b818135794bd/v1/madefor-text.woff2	(from https://www.theglowbarldn.com/)
11:09:47	10424/10424	---M--	200	added ('OK')	font/woff2	date:Fri,%2011%20Jul%202025%2023:07:01%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/h3r77AwDsldr1E_2g4qqGPk_vArhqVIZ0nv9q090hN8.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/h3r77AwDsldr1E_2g4qqGPk_vArhqVIZ0nv9q090hN8.woff2	(from https://www.theglowbarldn.com/)
11:09:49	12204/12204	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2014:31:00%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/Fm41upUVp7KTKUZhL0PfQVtXRa8TVwTICgirnJhmVJw.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/Fm41upUVp7KTKUZhL0PfQVtXRa8TVwTICgirnJhmVJw.woff2	(from https://www.theglowbarldn.com/)
11:09:49	10464/10464	---M--	200	added ('OK')	font/woff2	date:Sat,%2012%20Jul%202025%2009:36:11%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/rijG6I_IOXJjsH07UEo2mw.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/rijG6I_IOXJjsH07UEo2mw.woff2	(from https://www.theglowbarldn.com/)
11:09:51	12108/12108	---M--	200	added ('OK')	font/woff2	date:Wed,%2025%20Jun%202025%2018:38:56%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/-GlaWpWcSgdVagNuOGuFKRUOjZSKWg4xBWp_C_qQx0o.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/-GlaWpWcSgdVagNuOGuFKRUOjZSKWg4xBWp_C_qQx0o.woff2	(from https://www.theglowbarldn.com/)
11:09:51	5824/5824	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2015:05:32%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiDyp8kv8JHgFVrJJLmy15VGdeOYktMqlap.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiDyp8kv8JHgFVrJJLmy15VGdeOYktMqlap.woff2	(from https://www.theglowbarldn.com/)
11:09:51	5900/5900	---M--	200	added ('OK')	font/woff2	date:Sun,%2008%20Jun%202025%2010:12:59%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiGyp8kv8JHgFVrJJLufntAOvWDSHFF.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiGyp8kv8JHgFVrJJLufntAOvWDSHFF.woff2	(from https://www.theglowbarldn.com/)
11:09:53	5532/5532	---M--	200	added ('OK')	font/woff2	date:Wed,%2025%20Jun%202025%2013:07:20%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiEyp8kv8JHgFVrJJnecnFHGPezSQ.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiEyp8kv8JHgFVrJJnecnFHGPezSQ.woff2	(from https://www.theglowbarldn.com/)
11:09:53	5388/5388	---M--	200	added ('OK')	font/woff2	date:Mon,%2002%20Jun%202025%2010:42:14%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiByp8kv8JHgFVrLCz7Z1JlFd2JQEl8qw.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiByp8kv8JHgFVrLCz7Z1JlFd2JQEl8qw.woff2	(from https://www.theglowbarldn.com/)
11:09:54	8628/8628	---M--	200	added ('OK')	font/woff2	date:Wed,%2025%20Jun%202025%2009:34:38%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiDyp8kv8JHgFVrJJLmy15VF9eOYktMqg.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiDyp8kv8JHgFVrJJLmy15VF9eOYktMqg.woff2	(from https://www.theglowbarldn.com/)
11:09:55	8676/8676	---M--	200	added ('OK')	font/woff2	date:Thu,%2026%20Jun%202025%2001:32:44%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiGyp8kv8JHgFVrJJLucHtAOvWDSA.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiGyp8kv8JHgFVrJJLucHtAOvWDSA.woff2	(from https://www.theglowbarldn.com/)
11:09:56	7900/7900	---M--	200	added ('OK')	font/woff2	date:Mon,%2030%20Jun%202025%2003:12:34%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiEyp8kv8JHgFVrJJfecnFHGPc.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiEyp8kv8JHgFVrJJfecnFHGPc.woff2	(from https://www.theglowbarldn.com/)
11:09:57	7848/7848	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2005:46:46%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiByp8kv8JHgFVrLCz7Z1xlFd2JQEk.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiByp8kv8JHgFVrLCz7Z1xlFd2JQEk.woff2	(from https://www.theglowbarldn.com/)
11:09:58	8360/8360	---M--	200	added ('OK')	font/woff2	date:Sun,%2008%20Jun%202025%2009:35:14%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/leaguespartan/v11/kJEqBuEW6A0lliaV_m88ja5TwvZ_LZmXD4ZhoJo.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/leaguespartan/v11/kJEqBuEW6A0lliaV_m88ja5TwvZ_LZmXD4ZhoJo.woff2	(from https://www.theglowbarldn.com/)
11:10:00	19848/19848	---M--	200	added ('OK')	font/woff2	date:Sun,%2008%20Jun%202025%2021:06:54%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/leaguespartan/v11/kJEqBuEW6A0lliaV_m88ja5TwvZ-LZmXD4ZhoJo.woff2	/home/afdaall27/websites/theglowbarldn/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/leaguespartan/v11/kJEqBuEW6A0lliaV_m88ja5TwvZ-LZmXD4ZhoJo.woff2	(from https://www.theglowbarldn.com/)
